Trip ID,Taxi ID,Trip Start Timestamp,Trip End Timestamp,Trip Seconds,Trip Miles,Pickup Census Tract,Dropoff Census Tract,Pickup Community Area,Dropoff Community Area,Fare,Tips,Tolls,Extras,Trip Total,Payment Type,Company,Pickup Centroid Latitude,Pickup Centroid Longitude,Pickup Centroid Location,Dropoff Centroid Latitude,Dropoff Centroid Longitude,Dropoff Centroid  Location,Month
508ae4ab31e04b5388d1e8b67bbda38be9382848,c3c7eca7dbd2a69ff3195e717334343ed19de792129c84eac1164ef891680fab305d6b67f0fa474846cefe0831b69ded292d8c6f77c1021822b647f48189da88,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,0.0,0.0,,17031320400.0,,32.0,3.25,0.0,0.0,0.0,3.25,Cash,Globe Taxi,,,,41.877406123,-87.621971652,POINT (-87.6219716519 41.8774061234),10
553ebc2a0765dd925a576f845f364db240068580,3c814d3baedca9be4de8ddb5547c7dec404a08e148740ee0e371d1114fc63a01a587a8823b97cc9b96bf98b58764598ed1e3d763d54572c11b9feadaa3dabb85,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,481.0,1.31,,,8.0,8.0,7.25,0.0,0.0,0.0,7.25,Cash,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),10
6d2f7be1c2ea2bf7bf2e2912089edb26b7a457cd,c19d802859a6a7fa0822f0b7156d8bbebe4830062f18324aeb877b0c787593c3e09ca04697453089a8f96ea102da39218f71b6fd6bfb49339471037679d7ea01,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,0.0,0.0,17031320100.0,,32.0,,6.25,0.0,0.0,0.0,6.25,Cash,Taxi Affiliation Services,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),,,,10
7051b0d3fbfdce5e7945f0b255e494bb72940f16,e3a512583c77aab0f5097330d49e1401e4e1a581b0b5c5baf429234810fc6e862421fdda8210ebf983e7f305a0dd5529d2acf8c6a6ed2e2da6b5ca9fd47582b1,10/01/2021 12:00:00 AM,10/01/2021 12:15:00 AM,652.0,3.28,,,8.0,28.0,11.75,3.0,0.0,0.0,15.25,Credit Card,Chicago Independents,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),10
71b1a4c0d7948eacd660db2e0d5623c4e12e6129,e64c125ab06441db8101d7c98eec723e18c3dcd1cf39f8387d792ad8477f0a3a56dee2881e25cee7c9e929bba5d35c71bdfdb66781a521059a4a5b798d0458e0,10/01/2021 12:00:00 AM,10/01/2021 12:15:00 AM,1020.0,9.3,,,8.0,15.0,25.0,3.0,0.0,0.0,28.0,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.954027649,-87.763399032,POINT (-87.7633990316 41.9540276487),10
7b235895705275e339a951fb5bf5dfc61622bbb6,52ca9a97ddafa021d0588c76040babc4e8ddeb917c9dc4a15b72e7348617e0dd086b830349f04a33a5d29e5eee3dfb7ec11abc598e1748a2b70b497662558f96,10/01/2021 12:00:00 AM,10/01/2021 12:30:00 AM,1646.0,16.96,,,77.0,43.0,50.89,0.0,0.0,0.0,50.89,Cash,Flash Cab,41.9867118,-87.663416405,POINT (-87.6634164054 41.9867117999),41.761577908,-87.572781987,POINT (-87.5727819867 41.7615779081),10
79f2826eb83c73e5ac9569f44105dbb97abb08ec,444a10db2a60293aca7a7e53b6a65bfae2fb054d213226f6ddd3e4eba2e07337343a8d960f17bb06ce632559e34c5675702128574408646ca06a3b681cee00f3,10/01/2021 12:00:00 AM,10/01/2021 12:15:00 AM,1597.0,15.8,,,,6.0,40.0,8.9,0.0,4.0,53.4,Credit Card,Flash Cab,,,,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),10
7e74885c6acfe00150bad08773ca2a066a99e43f,50c3651068a8aa005bccef745479a91ae148834f6678b3b10acada5aaa0a0d5c747599d8c15041efd143809d0dc8ef80d3566dd6d8364fcabde6fd7a4070c120,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,439.0,1.0,,,8.0,8.0,6.5,0.0,0.0,1.5,8.0,Cash,Sun Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),10
8940a4635d3f0becca9ca0f8bc1132d74b5c1bb1,4fd6cc40972b7fd3e026723f0fc4928d7f3159ea0e0822b1cb2cb763e6d3d419be787835d9dd08715f7447db097fd3ee08a599372ed9c2e99978e0447d6fa1d3,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,0.0,0.0,,,8.0,8.0,3.25,0.0,0.0,0.0,3.25,Cash,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),10
8a18c0985a4e6c2dcccd67cdb0cb5b81358025a2,03e900bfb7d3c874219b5768436d3145def4dbce8a7c9e55f4af45acb81bf2d4399cf700e4d42f91a9823f0060cfbc33754bc639e9f8e21ab7195ec74440fc7b,10/01/2021 12:00:00 AM,10/01/2021 12:15:00 AM,1129.0,10.6,17031980100.0,17031330100.0,56.0,33.0,28.0,6.0,0.0,4.0,38.5,Credit Card,Medallion Leasin,41.785998518,-87.750934289,POINT (-87.7509342894 41.785998518),41.859349715,-87.617358006,POINT (-87.6173580061 41.859349715),10
a64f65c7a798ac0661f6370e236e828f7d66b813,fb0ce19e30e712c77c57cfdb6ef729c2d2ad73225d9ec3b541ddab78f8a281a073a93fd94232bb4c2397cade115fb3727045daeb602fcefd00df53cf6da9d563,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,334.0,0.0,17031320100.0,17031081201.0,32.0,8.0,9.36,2.14,0.0,0.0,11.5,Mobile,Flash Cab,41.884987192,-87.620992913,POINT (-87.6209929134 41.8849871918),41.899155613,-87.626210532,POINT (-87.6262105324 41.8991556134),10
a9837778e0923b967f3bd190001bf2b90c4fcfa2,a325b14b280bbfdff06d740fb9ef083a12af4310f364020ea9b5eba3cb45fa79086de21ccaeca0ca83dd96c3454385d99e12aca779663208b1ea50edc8244856,10/01/2021 12:00:00 AM,10/01/2021 12:15:00 AM,1140.0,10.9,,,56.0,28.0,28.0,10.0,0.0,5.0,43.0,Credit Card,Taxi Affiliation Services,41.79259236,-87.769615453,POINT (-87.7696154528 41.7925923603),41.874005383,-87.66351755,POINT (-87.6635175498 41.874005383),10
acf42f23477bdfa496503fff9e9f31d22bc909a8,b968bad5a2daed924a10e8ec4fb35513e060a076c575f7edf0645d2478970be1f759135fc45134f7f7114c545bb6087cd734c1af59bfc9b6de35052c99bed025,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,540.0,0.1,,,32.0,33.0,8.25,2.0,0.0,0.0,10.25,Credit Card,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.857183858,-87.620334624,POINT (-87.6203346241 41.8571838585),10
aebd0f32368be47b02e0cc282e1f71a5931a4ae9,8e7bc3f66f8ce2c496e560d9d79d6851f1a2d7e6f8a88ae2db2dc0be6eb423071c85816494628dbc7281d842b00774db9c0114d8fe56955ec62ec74dfd97fd38,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,300.0,0.6,,,6.0,6.0,5.25,2.05,0.0,0.0,7.3,Credit Card,Taxi Affiliation Services,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),10
b0f382d60a823d00455019443f8930c3de5b2fee,6c6bb220c0c5f895374a902ce390b95a3f928b11f7f7e5a5a44eeef8921ca0b886817b10cf54e3e25e60fe5b48770566acab12acf377db669159bb8c44ff87e2,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,360.0,2.7,17031980000.0,17031770700.0,76.0,,9.5,0.0,0.0,4.0,13.5,Cash,Medallion Leasin,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.982775009,-87.8773054,POINT (-87.8773053996 41.9827750091),10
b949f8a364885a6ece78154933be7772db73ec4e,93502288be804bfc4398d5811edafef2da2f57aa7fab00269cdae44a2620df012e672347d10925f0a2887d94e8fcb68777e19357d546edd7d5992825394fa6d5,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,0.0,0.0,,,7.0,7.0,3.25,3.15,0.0,12.0,18.4,Credit Card,"Taxicab Insurance Agency, LLC",41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),10
bb8530507fc5e766722454779b9be78bc8343e2e,7cb607b940a690e65b20dec20182d2646d3306f725130c6567b45dff33b1d5b065399e33615a630057f59f9c6e9c8d019c2797dcaa8020e19af7fceaa71f3d2a,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,420.0,1.6,,,8.0,8.0,7.5,0.0,0.0,0.0,7.5,Cash,Globe Taxi,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),10
c193f75abe3cfb1ab76c6699e67eec56ebffa7de,ea34edaf8618c3666ad12260840f143beb76e70a601ae6fbb764143353a3b2daaa85fd1aa1eb8a147e6f7d79f45ed65c20371ea3c4c63da0dcaab427f923a187,10/01/2021 12:00:00 AM,10/01/2021 12:15:00 AM,720.0,2.3,,,32.0,8.0,9.75,0.0,0.0,0.0,9.75,Cash,Star North Management LLC,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),10
c1f5aafe24e3adfdbf964d4ecb310f0de1c4599c,12d0a7ef4578d2ccf43a5ede17e208aff5d266e8b338b3a902d2e1d877028f65528b3ee863ad41cf48ce9528e06ce9283df5ddc82ca4368165d91614fa9a1da1,10/01/2021 12:00:00 AM,10/01/2021 12:15:00 AM,900.0,3.5,,,8.0,6.0,12.5,0.0,0.0,0.0,12.5,Cash,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),10
c2a71b6a24aa744d9a33aaea5ee3b534c3c152c3,bec564bc76ead09ce3ff6220d91e4e0a1b7432a5dbeb76772259ac018af8e654b9898cf240da139399a0d5f6bdceebd4d3bbcda7bb711df2b53490d9b30087ea,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,480.0,0.1,,,14.0,4.0,9.0,0.0,0.0,0.0,9.0,Cash,Taxi Affiliation Services,41.968069,-87.721559063,POINT (-87.7215590627 41.968069),41.975170943,-87.687515515,POINT (-87.6875155152 41.9751709433),10
c077776c24ec6cdee72728af050d1441833b70a9,0a2412f478181908974ce4f03ac52607833c0a92f3c4ff1a6de286c06f6f7ecd95a8b870c5a7e5dba45dceb3347ab67f2c01a6e8f3463facafbf555b954242ff,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,425.0,0.9,,,,,6.25,0.0,0.0,1.0,7.25,Cash,Globe Taxi,,,,,,,10
c2adae9d11aeb4411fe4546a0d0f8a02187f2d18,008dda45db57cb6daa679a86ce8c8149ddc05446d545b19f3b6e201071e93b3a0d30a0a46204415c1d145a47e256bab70c8b0aebeb37ffefc985fdfc288d38d6,10/01/2021 12:00:00 AM,10/01/2021 12:15:00 AM,780.0,2.3,,,32.0,8.0,9.75,6.0,0.0,0.0,15.75,Credit Card,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),10
be75cc48d169287c3ccd94acfa93163e607dd71a,d5709ffb84ecf9520fff03fecafda7203f03731d4cc200de921a91ae287fcae4886006c77c36d1b2a691642989850212f67b1849069e2d1c254f6a234491bb32,10/01/2021 12:00:00 AM,10/01/2021 12:15:00 AM,1569.0,15.88,,,76.0,6.0,40.25,0.0,0.0,5.0,45.25,Cash,24 Seven Taxi,41.980264315,-87.913624596,POINT (-87.913624596 41.9802643146),41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),10
c7e0595a1ef3b01082a821f1fc7c972f65812b60,86b44661584b9869c822d267a43f47b84ccaf76bfc402afea0028990b0e8329b4d79763b0d148412f5eafaf59bd8aa4c2c73f501efac831794acdf90cefe0a0f,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,411.0,0.3,17031980000.0,17031770700.0,76.0,,10.5,0.0,0.0,5.0,15.5,Cash,Flash Cab,41.97907082,-87.903039661,POINT (-87.9030396611 41.9790708201),41.982775009,-87.8773054,POINT (-87.8773053996 41.9827750091),10
c755a810c9618d112d34e5f61c662a7d932481cb,89a40bbeb44e22e8169b4ba823c5eee94b324219fbe8c007ec52243acb7b0aed5ac28fc53132e13d6deb4fcd6eec8911cc70ac7233fe3bdd8f8a5ea6f23e5f71,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,300.0,0.7,,,8.0,8.0,5.5,2.0,0.0,0.0,7.5,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),10
d83d4819cb34d4f34afc3b876516647907a86c4d,e11ecc8e74a2d3cbd2e9f58151ed09c81587cb491c50f6a057b6f024895132bc35bc50c09250dfeba9a7ca4b660fb3a06a6d67a3d0bb87c8254c39817ada8a1a,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,600.0,3.8,,,6.0,8.0,12.5,0.0,0.0,0.0,12.5,Cash,Taxi Affiliation Services,41.944226601,-87.655998182,POINT (-87.6559981815 41.9442266014),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),10
d620864b359cf819bd4f05e077ebeead64345795,66d3807bc1b0bcf7c3b90c19f7c13356cdd60995199804afe2355e2736bf4a56d616f7f783596da3bdcb6b755c43d8b26818486f213604c04b6ebbcd9b99abc8,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,258.0,0.85,,,8.0,32.0,5.5,0.6,0.0,0.0,6.6,Credit Card,Flash Cab,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),10
e41608bcfc6c68c0bb513848d265129f0b156d74,b356bddc907a5d00488570423373828875c2e12c0d28b4cf5bc913a49886a43eb216926b692a44f80f585ff3c0dff3451aeab9cce55d1214d1cee2b0fca7b283,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,300.0,1.4,,,8.0,7.0,6.75,1.0,0.0,1.0,8.75,Credit Card,Star North Management LLC,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.922686284,-87.649488729,POINT (-87.6494887289 41.9226862843),10
ebe195040b02950afdda97ea6d564bf0f5c92e6d,23b9866f90ca40c6f83dad34292294e07e864e5b284a7dafa6f67d060a9b3be73864c1e4cf8d8a7da2b6bbb1935c02f812d38f1556e56be6de4a5b9917507105,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,300.0,0.0,,,32.0,8.0,6.25,3.0,0.0,0.0,9.25,Credit Card,Taxi Affiliation Services,41.878865584,-87.625192142,POINT (-87.6251921424 41.8788655841),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),10
fe209b58bdbbdea89c74b281851998d6a61dfe2d,4fd6cc40972b7fd3e026723f0fc4928d7f3159ea0e0822b1cb2cb763e6d3d419be787835d9dd08715f7447db097fd3ee08a599372ed9c2e99978e0447d6fa1d3,10/01/2021 12:00:00 AM,10/01/2021 12:00:00 AM,180.0,0.9,,,8.0,8.0,5.5,4.0,0.0,0.0,9.5,Credit Card,Taxi Affiliation Services,41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),41.899602111,-87.633308037,POINT (-87.6333080367 41.899602111),10
